Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
The Palindrome (Adept),1481892490,"""6917529503071643097""",,Legendary,Hand Cannon,nightfall,Energy,Void,1600,,Reload Speed,4,Vault,TRUE,FALSE,4,13,,98,79,84,62,14,0,0,65,140,56,11,50,0,0,0,0,0,0,0,0,0,21,FALSE,0,0,,,Adaptive Frame*,Polygonal Rifling,Smallbore*,Armor-Piercing Rounds*,Flared Magwell,Outlaw*,Bottomless Grief,Unrelenting*,Adept Reload*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Mechabre,1280894514,"""6917529836310378810""",,Legendary,Sniper Rifle,events,Energy,Arc,1600,,Range,1,Vault,TRUE,FALSE,5,18,Festival of the Lost,77,41,90,92,45,0,0,35,72,30,3,26,0,0,0,0,0,0,0,0,0,5,FALSE,0,0,,,Aggressive Frame*,Smallbore*,Accurized Rounds*,Snapshot Sights*,Opening Shot*,Tier 1 Weapon*,Search Party*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
Sunshot,2907129557,"""6917529034396140910""",,Exotic,Hand Cannon,,Energy,Solar,1600,,,10,Vault,FALSE,FALSE,1,1,,100,60,80,41,14,0,0,45,150,72,12,91,0,0,0,0,0,0,0,0,0,27,FALSE,0,0,,,Sunburn*,Chambered Compensator*,Accurized Rounds*,Sun Blast*,Textured Grip*,Red Dwarf*,Sunshot Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
Fel Taradiddle,1399109800,"""6917529712497447147""",,Legendary,Combat Bow,wellspring,KineticSlot,Kinetic,1600,,"Accuracy, Range, Handling, Reload Speed, Blast Radius, Velocity, Stability",10,Vault,TRUE,FALSE,5,16,,58,77,68,0,18,0,0,59,0,62,0,72,0,500,34,0,0,0,0,0,0,12,TRUE,24,2617,,,Lightweight Frame*,Elastic String*,Helical Fletching*,Killing Wind*,Explosive Head*,Tyrian Abyss*,Major Spec*,*,Psychohack*,Gambit Memento Tracker,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Gambit Memento*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Compass Rose,2591111628,"""6917529805563416578""",,Legendary,Shotgun,events,Energy,Solar,1600,,Range,3,Vault,TRUE,FALSE,4,14,Solstice,75,73,70,77,12,0,0,48,65,58,5,35,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Precision Frame*,Smallbore*,Barrel Shroud,Tactical Mag,Light Mag*,Quickdraw*,Golden Tricorn*,Tier 3 Weapon*,Dream Work*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,
Traitor's Fate,2683682446,"""6917529030561216583""",,Legendary,Sword,deluxe,Power,Solar,1600,1060,,,Vault,FALSE,FALSE,1,1,,0,0,58,0,0,0,0,0,0,0,69,0,0,0,0,20,100,100,0,40,0,0,FALSE,0,0,,,Adaptive Frame*,Enduring Blade*,Tempered Edge,Burst Guard*,Enduring Guard,Assassin's Blade*,Solar Damage Mod*,Masterwork Upgrade*,,,,,,,,,,
Gnawing Hunger,821154603,"""6917529424482195287""",,Legendary,Auto Rifle,gambitprime,Energy,Void,1600,,Stability,1,Vault,TRUE,FALSE,3,11,,54,65,21,53,16,0,0,54,600,67,46,68,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Corkscrew Rifling*,Extended Barrel,Tactical Mag*,Extended Mag,Zen Moment*,Kill Clip*,Ravensilk*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Blood Feud,1509167284,"""6917529867315746107""",,Legendary,Submachine Gun,plunder,KineticSlot,Stasis,1600,,,,Vault,FALSE,FALSE,5,18,,100,30,22,47,14,0,0,11,750,21,27,38,0,0,0,0,0,0,0,0,0,19,TRUE,1,0,,,Aggressive Frame*,Extended Barrel*,Alloy Magazine*,Ensemble*,Elemental Capacitor*,*,Right Hook*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Judgment of Kelgorath,2978226043,"""6917529880076060124""",,Legendary,Glaive,seasonpass,Energy,Solar,1600,,"Shield Duration, Charge Time",1,Vault,FALSE,FALSE,0,,,0,70,95,96,0,0,0,0,45,35,3,28,0,0,0,0,0,0,0,0,16,13,FALSE,0,0,hakke,,Aggressive Glaive*,Ballistic Tuning*,Supercooled Accelerator,Accurized Rounds*,Light Mag,Demolitionist*,Incandescent*,Tier 1 Weapon*,Ambush*,Hakke Breach Armaments,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Inaugural Address,3325744914,"""6917529202544207425""",,Legendary,Pulse Rifle,dcv,Energy,Void,1600,1060,,,Vault,FALSE,FALSE,1,1,,79,64,29,43,17,0,0,65,390,40,39,46,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Polygonal Rifling*,Fluted Barrel,Chambered Compensator,Outlaw*,Ambitious Assassin,Kill Clip*,Void Damage Mod*,Masterwork Upgrade*,,,,,,,,,
Conspirator,3906942101,"""6917529035942731563""",,Legendary,Scout Rifle,dcv,Energy,Solar,1600,1060,,,Vault,TRUE,FALSE,1,1,,55,71,60,44,20,0,0,46,200,56,16,64,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Lightweight Frame*,Smallbore*,Polygonal Rifling,Extended Barrel,Full Auto Trigger System*,Ambitious Assassin,Dragonfly*,Solar Damage Mod*,Masterwork Upgrade*,,,,,,,,,
Scathelocke,602618796,"""6917529602672245283""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Kinetic,1600,,Range,2,Vault,TRUE,FALSE,4,15,,60,65,21,56,20,0,0,44,600,54,42,77,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Extended Barrel,Fluted Barrel*,Accurized Rounds*,Appended Mag,Under Pressure*,Multikill Clip*,Shadow Gilt*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Shayura's Wrath,3682803680,"""6917529499625625438""",,Legendary,Submachine Gun,trials,Energy,Void,1600,,Stability,2,Vault,TRUE,FALSE,4,14,,100,60,25,54,15,0,0,61,600,24,27,37,0,0,0,0,0,0,0,0,0,32,FALSE,0,0,,,Precision Frame*,Arrowhead Brake*,Chambered Compensator,Extended Mag,Steady Rounds*,Killing Wind*,Tap the Trigger*,Amrita's Dream*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Fractethyst,3184681056,"""6917529555057053337""",,Legendary,Shotgun,seasonpass,KineticSlot,Stasis,1600,,Handling,2,Vault,TRUE,FALSE,4,15,,75,72,70,69,12,0,0,57,65,60,6,43,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Precision Frame*,Smallbore*,Barrel Shroud,Tactical Mag*,Steady Rounds,Slideshot*,Opening Shot*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,
The Scholar,2478792241,"""6917529558928767239""",,Legendary,Scout Rifle,trials,KineticSlot,Kinetic,1600,,Range,1,Vault,TRUE,FALSE,3,10,,100,32,67,72,21,0,0,21,150,41,13,40,0,0,0,0,0,0,0,0,0,21,FALSE,0,0,,,High-Impact Frame*,Arrowhead Brake*,Extended Barrel,Extended Mag,Light Mag*,Opening Shot*,Snapshot Sights*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Two-Tailed Fox,2694576561,"""6917529205326745679""",,Exotic,Rocket Launcher,,Power,Void,1600,,,,Vault,FALSE,FALSE,2,4,,61,67,0,0,20,40,50,70,40,39,1,52,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,daito,,Twintails*,Confined Launch*,High-Velocity Rounds*,Play with Your Prey*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Cartesian Coordinate,2481881293,"""6917529466397095156""",,Legendary,Fusion Rifle,legendaryengram,Energy,Solar,1600,,Reload Speed,2,Vault,TRUE,FALSE,4,13,,52,60,60,26,16,0,0,26,0,48,7,60,500,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Rapid-Fire Frame*,Cleanshot IS*,Red Dot Micro,Liquid Coils*,Particle Repeater,Hip-Fire Grip*,Vorpal Weapon*,Carbon Blood*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,
CALUS Mini-Tool,2490988246,"""6917529868149917127""",,Legendary,Submachine Gun,dcv,Energy,Solar,1600,,,,Vault,FALSE,FALSE,5,17,,90,49,15,40,14,0,0,49,900,31,37,55,0,0,0,0,0,0,0,0,0,28,TRUE,1,0,,,MIDA Synergy*,Extended Barrel*,Alloy Magazine*,Unrelenting*,Surrounded*,*,To Excess*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Symmetry,4017959782,"""6917529204126555483""",,Exotic,Scout Rifle,,Energy,Arc,1600,,,,Vault,TRUE,FALSE,3,9,,85,75,45,30,20,0,0,64,260,15,20,36,0,0,0,0,0,0,0,0,0,23,FALSE,0,0,,,Revolution*,Hammer-Forged Rifling*,Particle Repeater*,Dynamic Charge*,Composite Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Ager's Scepter,1833195496,"""6917529617974777255""",,Exotic,Trace Rifle,,KineticSlot,Stasis,1600,,,10,Vault,TRUE,FALSE,4,15,,100,100,6,69,16,0,0,99,1000,55,97,62,0,0,0,0,0,0,0,0,0,15,FALSE,0,370,,,Ager's Call*,Arrowhead Brake*,Particle Repeater*,Rega's Refrain*,Hand-Laid Stock*,Kill Tracker*,Crucible Tracker,Ager's Scepter Catalyst*,,,,,,,,,,
Arbalest,2130065553,"""6917529205149946618""",,Exotic,Linear Fusion Rifle,,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,2,6,,87,31,41,56,25,0,0,55,0,28,5,20,533,0,0,0,0,0,0,0,0,12,FALSE,0,162,,,Compounding Force*,Extended Barrel*,Projection Fuse*,Disruption Break*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
The Militia's Birthright (Adept),2378101424,"""6917529836000160223""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Handling,1,Vault,TRUE,FALSE,5,18,,62,75,0,0,13,100,72,48,90,63,1,70,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Confined Launch*,Hard Launch,Spike Grenades*,High-Velocity Rounds,Ambitious Assassin,Quickdraw*,Swashbuckler*,Gambit Leather*,Adept Projectile Speed*,Tier 1 Weapon*,Stunning Recovery,Vanguard's Vindication*,Kill Tracker,Crucible Tracker*,,,
Dead Man's Tale,3654674561,"""6917529277976379915""",,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,TRUE,FALSE,4,13,,89,60,67,80,18,0,0,35,120,50,14,55,0,0,0,0,0,0,0,0,0,17,FALSE,0,1259,tex-mechanica,,Cranial Spike*,Hammer-Forged Rifling*,Accurized Rounds*,Vorpal Weapon*,Composite Stock*,Remembrance*,Kill Tracker*,Crucible Tracker,Dead Man's Tale Catalyst*,,,,,,,,,
Vision of Confluence,3186018373,"""6917529367755529884""",,Legendary,Scout Rifle,vaultofglass,Energy,Solar,1600,,Reload Speed,4,Vault,TRUE,FALSE,4,14,,75,65,62,56,20,0,0,57,180,51,16,50,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Precision Frame*,Corkscrew Rifling*,Full Bore,High-Caliber Rounds,Ricochet Rounds*,Zen Moment*,Kill Clip*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Apostate,2164448701,"""6917529839154479402""",,Legendary,Sniper Rifle,moon,Energy,Arc,1600,,Stability,3,Vault,TRUE,FALSE,4,13,,79,73,55,36,40,0,0,49,140,71,7,75,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Rapid-Fire Frame*,Arrowhead Brake*,Polygonal Rifling,Tactical Mag*,Extended Mag,No Distractions*,Opening Shot*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Fortissimo-11,2821430069,"""6917529835762814398""",,Legendary,Shotgun,strikes,KineticSlot,Kinetic,1600,,Range,2,Vault,FALSE,FALSE,5,16,,55,57,70,68,12,0,0,66,70,50,5,61,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,suros,,Pinpoint Slug Frame*,Corkscrew Rifling*,Smallbore,Assault Mag*,Tactical Mag,Demolitionist*,Lead from Gold,Adagio*,Tier 2 Weapon*,Vanguard's Vindication*,Suros Synergy,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
The Lament,3487253372,"""6917529212528674338""",,Exotic,Sword,europa,Power,Solar,1600,,,,Vault,TRUE,FALSE,4,12,,0,0,78,0,0,0,0,0,0,0,58,0,0,0,0,20,50,100,90,40,0,0,FALSE,0,199,,,Banshee's Wail*,Jagged Edge*,Enduring Guard*,Tireless Blade*,Revved Consumption*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Survivor's Epitaph,310708513,"""6917529365920796743""",,Legendary,Hand Cannon,crucible,KineticSlot,Kinetic,1600,,Reload Speed,2,Vault,TRUE,FALSE,4,14,,83,74,78,37,14,0,0,61,180,47,12,48,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Precision Frame*,Chambered Compensator,Corkscrew Rifling*,Extended Mag,Alloy Magazine*,Rapid Hit*,Eye of the Storm*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Forgiveness,2345794502,"""6917529833366337511""",,Legendary,Sidearm,trials,Energy,Arc,1600,,Range,2,Vault,FALSE,FALSE,5,17,,96,90,56,62,12,0,0,46,325,24,25,54,0,0,0,0,0,0,0,0,0,25,FALSE,0,0,,,Aggressive Burst*,Fluted Barrel*,Full Bore,Alloy Magazine*,Flared Magwell,Demolitionist*,Harmony*,Tier 2 Weapon*,Alacrity*,One Quiet Moment,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Gnawing Hunger,821154603,"""6917529201341784071""",,Legendary,Auto Rifle,gambitprime,Energy,Void,1600,,Handling,5,Vault,TRUE,FALSE,3,11,,64,70,21,68,16,0,0,43,600,57,43,58,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Extended Barrel*,Smallbore,Accurized Rounds*,Alloy Magazine,Zen Moment*,Rampage*,Time-Honored*,Targeting Adjuster*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Prospector,3549153979,"""6917529201781586032""",,Exotic,Grenade Launcher,,Power,Arc,1600,,,10,Vault,FALSE,FALSE,1,1,,75,60,0,0,13,25,55,45,165,5,8,45,0,0,0,0,0,0,0,0,0,15,FALSE,0,0,tex-mechanica,,Excavation*,Volatile Launch*,Augmented Drum*,Full Auto Trigger System*,Hand-Laid Stock*,Prospector Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Bottom Dollar,1046651176,"""6917529310579290302""",,Legendary,Hand Cannon,drifter,Energy,Void,1600,,Stability,10,Vault,TRUE,FALSE,4,13,,85,71,92,67,14,0,0,50,120,40,9,31,0,0,0,0,0,0,0,0,0,10,FALSE,0,256,,,Aggressive Frame*,Fluted Barrel,Smallbore*,Extended Mag,Flared Magwell*,Rapid Hit*,Thresh*,Scarlet Semblance*,Targeting Adjuster*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Trustee,1392919471,"""6917529848097945044""",,Legendary,Scout Rifle,deepstonecrypt,Energy,Solar,1751,,Reload Speed,1,Vault,TRUE,FALSE,4,12,,59,72,45,35,19,0,0,63,260,32,17,35,0,0,0,0,0,0,0,0,0,29,FALSE,0,53,,,Rapid-Fire Frame*,Corkscrew Rifling*,Full Bore,Steady Rounds*,Flared Magwell,Perpetual Motion*,High-Impact Reserves*,Vibrant Medusa*,Targeting Adjuster*,Tier 1 Weapon*,Bray Inheritance*,Kill Tracker,Crucible Tracker*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
The Militia's Birthright (Adept),2378101424,"""6917529835913372412""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Velocity,2,Vault,FALSE,FALSE,5,18,,62,75,0,0,13,0,84,23,90,63,1,84,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Quick Launch*,Smart Drift Control,Disorienting Grenades*,Proximity Grenades,Slideways*,Ambitious Assassin,Multikill Clip*,Tier 2 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Avalanche,66875353,"""6917529238043098276""",,Legendary,Machine Gun,events,Power,Solar,1600,,Handling,1,Vault,TRUE,FALSE,4,12,The Dawning,70,90,41,63,20,0,0,50,450,60,57,41,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,suros,,Adaptive Frame*,SRO-41 Ocular*,SLO-12 Post,Extended Mag,Ricochet Rounds*,Killing Wind*,Dragonfly*,Calus's Selected*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Bottom Dollar,1046651176,"""6917529836531876479""",,Legendary,Hand Cannon,drifter,Energy,Void,1600,,Reload Speed,10,Vault,TRUE,FALSE,4,13,,100,66,92,77,14,0,0,35,120,35,9,31,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Aggressive Frame*,Chambered Compensator,Smallbore*,Accurized Rounds*,Alloy Magazine,Outlaw*,Opening Shot*,Flower Child*,Counterbalance Stock*,Masterwork*,Gun and Run*,Kill Tracker,Crucible Tracker*,,,,,
The Militia's Birthright (Adept),2378101424,"""6917529835994599170""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Reload Speed,5,Vault,FALSE,FALSE,5,18,,62,75,0,0,13,100,77,38,90,68,1,69,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Linear Compensator*,Smart Drift Control,Spike Grenades*,High-Velocity Rounds,Steady Hands*,Lead from Gold,Frenzy*,Tier 5 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Militia's Birthright (Adept),2378101424,"""6917529835895459300""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Handling,2,Vault,FALSE,FALSE,5,18,,62,75,0,0,13,0,62,38,90,63,1,71,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Confined Launch*,Smart Drift Control,Disorienting Grenades*,Spike Grenades,Ambitious Assassin*,Grave Robber,Frenzy*,Tier 2 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Militia's Birthright (Adept),2378101424,"""6917529835463886675""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Handling,4,Vault,FALSE,FALSE,5,18,,62,75,0,0,13,0,62,38,90,63,1,73,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Confined Launch*,Countermass,Disorienting Grenades*,Implosion Rounds,Ambitious Assassin*,Quickdraw,Multikill Clip*,Tier 4 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Steady Hand,2220884262,"""6917529317480619935""",,Legendary,Hand Cannon,ironbanner,KineticSlot,Kinetic,1600,,Handling,5,Vault,TRUE,FALSE,4,12,,85,75,92,70,14,0,0,45,120,0,8,25,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Aggressive Frame*,HitMark HCS*,Sureshot HCS,Extended Mag,Armor-Piercing Rounds*,Quickdraw*,Iron Grip*,Targeting Adjuster*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Zenith of Your Kind,2707464805,"""6917529204268969851""",,Legendary,Shotgun,dcv,Energy,Void,1600,1060,Handling,10,Vault,FALSE,FALSE,1,2,,66,69,65,37,12,0,0,44,140,68,7,55,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Rapid-Fire Frame*,Corkscrew Rifling*,Barrel Shroud,Rifled Barrel,Pulse Monitor*,Auto-Loading Holster,Threat Detector*,Void Damage Mod*,Masterwork Weapon*,*,,,,,,,,
Skyburner's Oath,4255268456,"""6917529531401212270""",,Exotic,Scout Rifle,,Energy,Solar,1600,,,10,Vault,FALSE,FALSE,1,1,,100,90,67,80,21,0,0,50,150,30,20,65,0,0,0,0,0,0,0,0,0,45,FALSE,0,0,,,Slug Rifle*,Extended Barrel*,Extended Mag*,For the Empire*,Short-Action Stock*,Skyburner Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Jararaca-3sr,1851521408,"""6917529880514410478""",,Legendary,Scout Rifle,legendaryengram,KineticSlot,Stasis,1600,,Stability,1,Vault,FALSE,FALSE,0,,,57,64,45,29,20,0,0,49,260,9,20,24,0,0,0,0,0,0,0,0,0,24,FALSE,0,0,veist,,VEIST Rapid-Fire*,Corkscrew Rifling*,Extended Barrel,Extended Mag*,High-Caliber Rounds,Rapid Hit*,Headstone*,Tier 1 Weapon*,Veist Stinger*,Kill Tracker*,Crucible Tracker,,,,,,,
Malfeasance,204878059,"""6917529212507954671""",,Exotic,Hand Cannon,,KineticSlot,Kinetic,1600,,,,Vault,TRUE,FALSE,2,4,,98,50,78,45,14,0,0,95,180,60,14,24,0,0,0,0,0,0,0,0,0,63,FALSE,0,0,,,Explosive Shadow*,Corkscrew Rifling*,Extended Mag*,Taken Predator*,Heavy Grip*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Strident Whistle,2591241074,"""6917529835994596674""",,Legendary,Combat Bow,strikes,Energy,Solar,1600,,Handling,4,Vault,TRUE,FALSE,5,17,,76,64,76,0,18,0,0,46,0,40,0,64,0,648,74,0,0,0,0,0,0,5,FALSE,0,0,,,Precision Frame*,Flexible String*,Natural String,Helical Fletching*,Straight Fletching,Well-Rounded*,Archer's Tempo,Vorpal Weapon*,Tier 4 Weapon*,Vanguard's Vindication*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Xenoclast IV,2891672170,"""6917529836000156364""",,Legendary,Shotgun,strikes,Energy,Arc,1600,,Stability,1,Vault,FALSE,FALSE,4,12,,57,44,65,65,12,0,0,34,80,54,6,51,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Lightweight Frame*,Rifled Barrel*,Barrel Shroud,Appended Mag,Accurized Rounds*,Slideways*,One-Two Punch*,Tier 1 Weapon*,Vanguard's Vindication*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,
IKELOS_SMG_v1.0.3,2149683300,"""6917529868139735490""",,Legendary,Submachine Gun,,Energy,Arc,1600,,,,Vault,TRUE,FALSE,0,,,90,37,22,39,14,0,0,50,750,24,28,62,0,0,0,0,0,0,0,0,0,20,TRUE,4,221,,,Aggressive Frame*,Polygonal Rifling*,Steady Rounds*,Feeding Frenzy*,Frenzy*,*,Rasputin's Arsenal*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Tripwire Canary,3849444474,"""6917529868149916795""",,Legendary,Combat Bow,,Energy,Arc,1600,,,,Vault,FALSE,FALSE,0,,,55,72,68,0,18,0,0,74,0,60,0,83,0,580,23,0,0,0,0,0,0,15,TRUE,1,0,veist,,Lightweight Frame*,Agile Bowstring*,Natural Fletching*,Shot Swap*,Opening Shot*,*,Ambush*,Veist Stinger,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Wendigo GL3 (Adept),555148853,"""6917529868701481973""",,Legendary,Grenade Launcher,,Power,Arc,1600,,Handling,2,Vault,FALSE,FALSE,0,,,78,66,0,0,13,45,44,38,120,46,6,43,0,0,0,0,0,0,0,0,0,16,FALSE,0,0,,,Adaptive Frame*,Hard Launch*,Linear Compensator,Proximity Grenades,Spike Grenades*,Auto-Loading Holster*,Impulse Amplifier,Frenzy*,Tier 2 Weapon*,Stunning Recovery*,Vanguard's Vindication,Omolon Fluid Dynamics,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Verglas Curve,3659414143,"""6917529869355295792""",,Exotic,Combat Bow,seasonpass,KineticSlot,Stasis,1650,,,,Vault,FALSE,FALSE,0,,,60,83,68,0,18,0,0,63,0,60,0,72,0,580,53,0,0,0,0,0,0,20,FALSE,0,224,,,Hail Barrage*,Natural String*,Straight Fletching*,Hail Storm*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,,
The Militia's Birthright (Adept),2378101424,"""6917529836016862325""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Blast Radius,1,Vault,FALSE,FALSE,5,18,,62,75,0,0,13,96,67,23,90,63,1,64,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Volatile Launch*,Countermass,Proximity Grenades*,Implosion Rounds,Slideways*,Steady Hands,Auto-Loading Holster*,Tier 1 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Tyranny of Heaven,2721249463,"""6917529569159188425""",,Legendary,Combat Bow,lastwish,Energy,Solar,1600,,"Draw Time, Charge Time",10,Vault,FALSE,FALSE,2,4,,54,74,68,0,18,0,0,59,0,20,0,57,0,500,32,0,0,0,0,0,0,10,FALSE,0,0,,,Lightweight Frame*,Flexible String*,Straight Fletching*,Sneak Bow*,Dragonfly*,Mystophosphor*,Masterwork*,Kill Tracker*,Crucible Tracker,,,,,,,,,
The Militia's Birthright (Adept),2378101424,"""6917529836024030012""",,Legendary,Grenade Launcher,,KineticSlot,Kinetic,1600,,Blast Radius,2,Vault,FALSE,FALSE,5,18,,92,75,0,0,13,0,72,33,90,63,1,79,0,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Lightweight Frame*,Countermass*,Linear Compensator,Disorienting Grenades*,Spike Grenades,Ambitious Assassin*,Steady Hands,Multikill Clip*,Tier 2 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
